identifier,major_group,taxon_id,species,uniprot_id,InterPro_id
InterPro|IPR035076_A0A851LTK7|Corythaeola_cristata,UPAR/Ly6 domain-containing protein,103954,Corythaeola cristata,A0A851LTK7,IPR035076
InterPro|IPR035076_A0A851LTU2|Corythaeola_cristata,UPAR/Ly6 domain-containing protein,103954,Corythaeola cristata,A0A851LTU2,IPR035076
InterPro|IPR035076_A0A851LZL4|Corythaeola_cristata,UPAR/Ly6 domain-containing protein,103954,Corythaeola cristata,A0A851LZL4,IPR035076
InterPro|IPR035076_A0A851MXH2|Campylorhamphus_procurvoides,UPAR/Ly6 domain-containing protein,190295,Campylorhamphus procurvoides,A0A851MXH2,IPR035076
InterPro|IPR035076_A0A851N6I9|Campylorhamphus_procurvoides,Snake toxin/toxin-like domain-containing protein,190295,Campylorhamphus procurvoides,A0A851N6I9,IPR035076
InterPro|IPR035076_A0A851N725|Campylorhamphus_procurvoides,UPAR/Ly6 domain-containing protein,190295,Campylorhamphus procurvoides,A0A851N725,IPR035076
InterPro|IPR035076_A0A851N8A7|Campylorhamphus_procurvoides,UPAR/Ly6 domain-containing protein,190295,Campylorhamphus procurvoides,A0A851N8A7,IPR035076
InterPro|IPR035076_A0A851NA66|Campylorhamphus_procurvoides,UPAR/Ly6 domain-containing protein,190295,Campylorhamphus procurvoides,A0A851NA66,IPR035076
InterPro|IPR035076_A0A851P2Y6|Penelope_pileata,UPAR/Ly6 domain-containing protein,1118817,Penelope pileata,A0A851P2Y6,IPR035076
InterPro|IPR035076_A0A851P9L3|Penelope_pileata,UPAR/Ly6 domain-containing protein,1118817,Penelope pileata,A0A851P9L3,IPR035076
InterPro|IPR035076_A0A851PBX4|Penelope_pileata,UPAR/Ly6 domain-containing protein,1118817,Penelope pileata,A0A851PBX4,IPR035076
InterPro|IPR035076_A0A851PCL0|Penelope_pileata,UPAR/Ly6 domain-containing protein,1118817,Penelope pileata,A0A851PCL0,IPR035076
InterPro|IPR035076_A0A851PZL4|Anhinga_anhinga,UPAR/Ly6 domain-containing protein,56067,Anhinga anhinga,A0A851PZL4,IPR035076
InterPro|IPR035076_A0A851Q3U9|Anhinga_anhinga,Snake toxin/toxin-like domain-containing protein,56067,Anhinga anhinga,A0A851Q3U9,IPR035076
InterPro|IPR035076_A0A851Q4T3|Anhinga_anhinga,UPAR/Ly6 domain-containing protein,56067,Anhinga anhinga,A0A851Q4T3,IPR035076
InterPro|IPR035076_A0A851RA28|Tychaedon_coryphoeus,UPAR/Ly6 domain-containing protein,614051,Tychaedon coryphoeus,A0A851RA28,IPR035076
InterPro|IPR035076_A0A851RGL2|Tychaedon_coryphoeus,UPAR/Ly6 domain-containing protein,614051,Tychaedon coryphoeus,A0A851RGL2,IPR035076
InterPro|IPR035076_A0A851RI34|Tychaedon_coryphoeus,UPAR/Ly6 domain-containing protein,614051,Tychaedon coryphoeus,A0A851RI34,IPR035076
InterPro|IPR035076_A0A851RKD2|Tychaedon_coryphoeus,UPAR/Ly6 domain-containing protein,614051,Tychaedon coryphoeus,A0A851RKD2,IPR035076
InterPro|IPR035076_A0A851S297|Certhia_familiaris,UPAR/Ly6 domain-containing protein,73333,Certhia familiaris,A0A851S297,IPR035076
InterPro|IPR035076_A0A851S516|Certhia_familiaris,UPAR/Ly6 domain-containing protein,73333,Certhia familiaris,A0A851S516,IPR035076
InterPro|IPR035076_A0A851S5X7|Certhia_familiaris,UPAR/Ly6 domain-containing protein,73333,Certhia familiaris,A0A851S5X7,IPR035076
InterPro|IPR035076_A0A851S672|Certhia_familiaris,UPAR/Ly6 domain-containing protein,73333,Certhia familiaris,A0A851S672,IPR035076
InterPro|IPR035076_A0A851S7A0|Certhia_familiaris,UPAR/Ly6 domain-containing protein,73333,Certhia familiaris,A0A851S7A0,IPR035076
InterPro|IPR035076_A0A851TIS4|Nothocercus_nigrocapillus,UPAR/Ly6 domain-containing protein,1977171,Nothocercus nigrocapillus,A0A851TIS4,IPR035076
InterPro|IPR035076_A0A851TKU8|Nothocercus_nigrocapillus,UPAR/Ly6 domain-containing protein,1977171,Nothocercus nigrocapillus,A0A851TKU8,IPR035076
InterPro|IPR035076_A0A851TKW4|Nothocercus_nigrocapillus,UPAR/Ly6 domain-containing protein,1977171,Nothocercus nigrocapillus,A0A851TKW4,IPR035076
InterPro|IPR035076_A0A851TL77|Nothocercus_nigrocapillus,UPAR/Ly6 domain-containing protein,1977171,Nothocercus nigrocapillus,A0A851TL77,IPR035076
InterPro|IPR035076_A0A851UC45|Elachura_formosa,UPAR/Ly6 domain-containing protein,1463973,Elachura formosa,A0A851UC45,IPR035076
InterPro|IPR035076_A0A851UCI6|Elachura_formosa,UPAR/Ly6 domain-containing protein,1463973,Elachura formosa,A0A851UCI6,IPR035076
InterPro|IPR035076_A0A851UCL2|Elachura_formosa,Snake toxin/toxin-like domain-containing protein,1463973,Elachura formosa,A0A851UCL2,IPR035076
InterPro|IPR035076_A0A851UEX2|Elachura_formosa,UPAR/Ly6 domain-containing protein,1463973,Elachura formosa,A0A851UEX2,IPR035076
InterPro|IPR035076_A0A851UWL4|Copsychus_sechellarum,UPAR/Ly6 domain-containing protein,797021,Copsychus sechellarum,A0A851UWL4,IPR035076
InterPro|IPR035076_A0A851UYP0|Copsychus_sechellarum,UPAR/Ly6 domain-containing protein,797021,Copsychus sechellarum,A0A851UYP0,IPR035076
InterPro|IPR035076_A0A851UYY8|Copsychus_sechellarum,UPAR/Ly6 domain-containing protein,797021,Copsychus sechellarum,A0A851UYY8,IPR035076
InterPro|IPR035076_A0A851V016|Copsychus_sechellarum,UPAR/Ly6 domain-containing protein,797021,Copsychus sechellarum,A0A851V016,IPR035076
InterPro|IPR035076_A0A851X2K8|Corvus_moneduloides,UPAR/Ly6 domain-containing protein,1196302,Corvus moneduloides,A0A851X2K8,IPR035076
InterPro|IPR035076_A0A851X504|Corvus_moneduloides,UPAR/Ly6 domain-containing protein,1196302,Corvus moneduloides,A0A851X504,IPR035076
InterPro|IPR035076_A0A851XBQ3|Corvus_moneduloides,UPAR/Ly6 domain-containing protein,1196302,Corvus moneduloides,A0A851XBQ3,IPR035076
InterPro|IPR035076_A0A851XDI8|Corvus_moneduloides,UPAR/Ly6 domain-containing protein,1196302,Corvus moneduloides,A0A851XDI8,IPR035076
InterPro|IPR035076_A0A851XHW4|Corvus_moneduloides,UPAR/Ly6 domain-containing protein,1196302,Corvus moneduloides,A0A851XHW4,IPR035076
InterPro|IPR035076_A0A851XV43|Eolophus_roseicapilla,UPAR/Ly6 domain-containing protein,176039,Eolophus roseicapilla,A0A851XV43,IPR035076
InterPro|IPR035076_A0A851XV70|Eolophus_roseicapilla,UPAR/Ly6 domain-containing protein,176039,Eolophus roseicapilla,A0A851XV70,IPR035076
InterPro|IPR035076_A0A851Y359|Eolophus_roseicapilla,UPAR/Ly6 domain-containing protein,176039,Eolophus roseicapilla,A0A851Y359,IPR035076
InterPro|IPR035076_A0A851YIA4|Halcyon_senegalensis,UPAR/Ly6 domain-containing protein,342381,Halcyon senegalensis,A0A851YIA4,IPR035076
InterPro|IPR035076_A0A851YQD3|Halcyon_senegalensis,UPAR/Ly6 domain-containing protein,342381,Halcyon senegalensis,A0A851YQD3,IPR035076
InterPro|IPR035076_A0A851YVL8|Halcyon_senegalensis,UPAR/Ly6 domain-containing protein,342381,Halcyon senegalensis,A0A851YVL8,IPR035076
InterPro|IPR035076_A0A851Z1G6|Halcyon_senegalensis,UPAR/Ly6 domain-containing protein,342381,Halcyon senegalensis,A0A851Z1G6,IPR035076
InterPro|IPR035076_A0A851Z799|Halcyon_senegalensis,Snake toxin/toxin-like domain-containing protein,342381,Halcyon senegalensis,A0A851Z799,IPR035076
InterPro|IPR035076_A0A852A581|Calcarius_ornatus,UPAR/Ly6 domain-containing protein,198940,Calcarius ornatus,A0A852A581,IPR035076
InterPro|IPR035076_A0A852A5U6|Calcarius_ornatus,UPAR/Ly6 domain-containing protein,198940,Calcarius ornatus,A0A852A5U6,IPR035076
InterPro|IPR035076_A0A852AA99|Calcarius_ornatus,UPAR/Ly6 domain-containing protein,198940,Calcarius ornatus,A0A852AA99,IPR035076
InterPro|IPR035076_A0A852AAG3|Chloropsis_cyanopogon,UPAR/Ly6 domain-containing protein,1218682,Chloropsis cyanopogon,A0A852AAG3,IPR035076
InterPro|IPR035076_A0A852AGX1|Chloropsis_cyanopogon,UPAR/Ly6 domain-containing protein,1218682,Chloropsis cyanopogon,A0A852AGX1,IPR035076
InterPro|IPR035076_A0A852AJN9|Chloropsis_cyanopogon,UPAR/Ly6 domain-containing protein,1218682,Chloropsis cyanopogon,A0A852AJN9,IPR035076
InterPro|IPR035076_A0A852AK21|Chloropsis_cyanopogon,UPAR/Ly6 domain-containing protein,1218682,Chloropsis cyanopogon,A0A852AK21,IPR035076
InterPro|IPR035076_A0A852C788|Ramphastos_sulfuratus,UPAR/Ly6 domain-containing protein,322582,Ramphastos sulfuratus,A0A852C788,IPR035076
InterPro|IPR035076_A0A852CM01|Ramphastos_sulfuratus,UPAR/Ly6 domain-containing protein,322582,Ramphastos sulfuratus,A0A852CM01,IPR035076
InterPro|IPR035076_A0A852CM12|Ramphastos_sulfuratus,UPAR/Ly6 domain-containing protein,322582,Ramphastos sulfuratus,A0A852CM12,IPR035076
InterPro|IPR035076_A0A852CQ90|Ramphastos_sulfuratus,UPAR/Ly6 domain-containing protein,322582,Ramphastos sulfuratus,A0A852CQ90,IPR035076
InterPro|IPR035076_A0A852CRD4|Ramphastos_sulfuratus,UPAR/Ly6 domain-containing protein,322582,Ramphastos sulfuratus,A0A852CRD4,IPR035076
InterPro|IPR035076_A0A852DJC2|Passerina_amoena,UPAR/Ly6 domain-containing protein,142471,Passerina amoena,A0A852DJC2,IPR035076
InterPro|IPR035076_A0A852DKA3|Passerina_amoena,UPAR/Ly6 domain-containing protein,142471,Passerina amoena,A0A852DKA3,IPR035076
InterPro|IPR035076_A0A852DQ73|Passerina_amoena,UPAR/Ly6 domain-containing protein,142471,Passerina amoena,A0A852DQ73,IPR035076
InterPro|IPR035076_A0A852EJK5|Vidua_macroura,UPAR/Ly6 domain-containing protein,187451,Vidua macroura,A0A852EJK5,IPR035076
InterPro|IPR035076_A0A852EJW6|Vidua_macroura,UPAR/Ly6 domain-containing protein,187451,Vidua macroura,A0A852EJW6,IPR035076
InterPro|IPR035076_A0A852EMV0|Vidua_macroura,UPAR/Ly6 domain-containing protein,187451,Vidua macroura,A0A852EMV0,IPR035076
InterPro|IPR035076_A0A852EXJ4|Peucedramus_taeniatus,Snake toxin/toxin-like domain-containing protein,135441,Peucedramus taeniatus,A0A852EXJ4,IPR035076
InterPro|IPR035076_A0A852F2I9|Peucedramus_taeniatus,UPAR/Ly6 domain-containing protein,135441,Peucedramus taeniatus,A0A852F2I9,IPR035076
InterPro|IPR035076_A0A852F3W6|Peucedramus_taeniatus,UPAR/Ly6 domain-containing protein,135441,Peucedramus taeniatus,A0A852F3W6,IPR035076
InterPro|IPR035076_A0A852F5M4|Peucedramus_taeniatus,UPAR/Ly6 domain-containing protein,135441,Peucedramus taeniatus,A0A852F5M4,IPR035076
InterPro|IPR035076_A0A852FA75|Peucedramus_taeniatus,Snake toxin/toxin-like domain-containing protein,135441,Peucedramus taeniatus,A0A852FA75,IPR035076
InterPro|IPR035076_A0A852G9N2|Larus_smithsonianus,UPAR/Ly6 domain-containing protein,243888,Larus smithsonianus,A0A852G9N2,IPR035076
InterPro|IPR035076_A0A852GDY0|Larus_smithsonianus,UPAR/Ly6 domain-containing protein,243888,Larus smithsonianus,A0A852GDY0,IPR035076
InterPro|IPR035076_A0A852GH86|Larus_smithsonianus,UPAR/Ly6 domain-containing protein,243888,Larus smithsonianus,A0A852GH86,IPR035076
InterPro|IPR035076_A0A852GHN4|Larus_smithsonianus,UPAR/Ly6 domain-containing protein,243888,Larus smithsonianus,A0A852GHN4,IPR035076
InterPro|IPR035076_A0A852HTG3|Nicator_chloris,UPAR/Ly6 domain-containing protein,237433,Nicator chloris,A0A852HTG3,IPR035076
InterPro|IPR035076_A0A852I5P6|Nicator_chloris,Snake toxin/toxin-like domain-containing protein,237433,Nicator chloris,A0A852I5P6,IPR035076
InterPro|IPR035076_A0A852I9S0|Nicator_chloris,UPAR/Ly6 domain-containing protein,237433,Nicator chloris,A0A852I9S0,IPR035076
InterPro|IPR035076_A0A852IA67|Tricholaema_leucomelas,UPAR/Ly6 domain-containing protein,240729,Tricholaema leucomelas,A0A852IA67,IPR035076
InterPro|IPR035076_A0A852IHK8|Tricholaema_leucomelas,UPAR/Ly6 domain-containing protein,240729,Tricholaema leucomelas,A0A852IHK8,IPR035076
InterPro|IPR035076_A0A852IN57|Tricholaema_leucomelas,UPAR/Ly6 domain-containing protein,240729,Tricholaema leucomelas,A0A852IN57,IPR035076
InterPro|IPR035076_A0A852IPR0|Tricholaema_leucomelas,Snake toxin/toxin-like domain-containing protein,240729,Tricholaema leucomelas,A0A852IPR0,IPR035076
InterPro|IPR035076_A0A852JNG6|Spizella_passerina,UPAR/Ly6 domain-containing protein,40210,Spizella passerina,A0A852JNG6,IPR035076
InterPro|IPR035076_A0A852JP27|Spizella_passerina,UPAR/Ly6 domain-containing protein,40210,Spizella passerina,A0A852JP27,IPR035076
InterPro|IPR035076_A0A852KBS2|Urocolius_indicus,UPAR/Ly6 domain-containing protein,458196,Urocolius indicus,A0A852KBS2,IPR035076
InterPro|IPR035076_A0A852KEQ8|Urocolius_indicus,Snake toxin/toxin-like domain-containing protein,458196,Urocolius indicus,A0A852KEQ8,IPR035076
InterPro|IPR035076_A0A852KG13|Urocolius_indicus,UPAR/Ly6 domain-containing protein,458196,Urocolius indicus,A0A852KG13,IPR035076
InterPro|IPR035076_A0A852KG67|Urocolius_indicus,UPAR/Ly6 domain-containing protein,458196,Urocolius indicus,A0A852KG67,IPR035076
InterPro|IPR035076_A0A852LEC1|Urocolius_indicus,Snake toxin/toxin-like domain-containing protein,458196,Urocolius indicus,A0A852LEC1,IPR035076
InterPro|IPR035076_A0A852LZ24|Centropus_bengalensis,UPAR/Ly6 domain-containing protein,1463675,Centropus bengalensis,A0A852LZ24,IPR035076
InterPro|IPR035076_A0A852M3P4|Centropus_bengalensis,UPAR/Ly6 domain-containing protein,1463675,Centropus bengalensis,A0A852M3P4,IPR035076
InterPro|IPR035076_A0A852M4Y6|Centropus_bengalensis,UPAR/Ly6 domain-containing protein,1463675,Centropus bengalensis,A0A852M4Y6,IPR035076
InterPro|IPR035076_A0A852NL57|Atrichornis_clamosus,UPAR/Ly6 domain-containing protein,449594,Atrichornis clamosus,A0A852NL57,IPR035076
InterPro|IPR035076_A0A852NSH7|Atrichornis_clamosus,UPAR/Ly6 domain-containing protein,449594,Atrichornis clamosus,A0A852NSH7,IPR035076
InterPro|IPR035076_A0A852NSI7|Atrichornis_clamosus,UPAR/Ly6 domain-containing protein,449594,Atrichornis clamosus,A0A852NSI7,IPR035076
InterPro|IPR035076_A0A852NWC8|Atrichornis_clamosus,UPAR/Ly6 domain-containing protein,449594,Atrichornis clamosus,A0A852NWC8,IPR035076
InterPro|IPR035076_A0A8B6FBL0|Mytilus_galloprovincialis,C-type lectin domain-containing protein,29158,Mytilus galloprovincialis,A0A8B6FBL0,IPR035076
InterPro|IPR035076_A0A8B6HS80|Mytilus_galloprovincialis,Snake toxin/toxin-like domain-containing protein,29158,Mytilus galloprovincialis,A0A8B6HS80,IPR035076
InterPro|IPR035076_A0A8B6ZSP5|Orycteropus_afer_afer,UPAR/Ly6 domain-containing protein,1230840,Orycteropus afer afer,A0A8B6ZSP5,IPR035076
InterPro|IPR035076_A0A8B6ZSS0|Orycteropus_afer_afer,UPAR/Ly6 domain-containing protein,1230840,Orycteropus afer afer,A0A8B6ZSS0,IPR035076
InterPro|IPR035076_A0A8B6ZXK4|Orycteropus_afer_afer,UPAR/Ly6 domain-containing protein,1230840,Orycteropus afer afer,A0A8B6ZXK4,IPR035076
InterPro|IPR035076_A0A8B7HN27|Microcebus_murinus,UPAR/Ly6 domain-containing protein,30608,Microcebus murinus,A0A8B7HN27,IPR035076
InterPro|IPR035076_A0A8B7IN79|Apteryx_mantelli_mantelli,UPAR/Ly6 domain-containing protein,202946,Apteryx mantelli mantelli,A0A8B7IN79,IPR035076
InterPro|IPR035076_A0A8B7INF2|Apteryx_mantelli_mantelli,UPAR/Ly6 domain-containing protein,202946,Apteryx mantelli mantelli,A0A8B7INF2,IPR035076
InterPro|IPR035076_A0A8B7IRR9|Apteryx_mantelli_mantelli,UPAR/Ly6 domain-containing protein,202946,Apteryx mantelli mantelli,A0A8B7IRR9,IPR035076
InterPro|IPR035076_A0A8B7SIV2|Hipposideros_armiger,UPAR/Ly6 domain-containing protein,186990,Hipposideros armiger,A0A8B7SIV2,IPR035076
InterPro|IPR035076_A0A8B7SIV3|Hipposideros_armiger,UPAR/Ly6 domain-containing protein,186990,Hipposideros armiger,A0A8B7SIV3,IPR035076
InterPro|IPR035076_A0A8B7SKX8|Hipposideros_armiger,UPAR/Ly6 domain-containing protein,186990,Hipposideros armiger,A0A8B7SKX8,IPR035076
InterPro|IPR035076_A0A8B7SLG6|Hipposideros_armiger,UPAR/Ly6 domain-containing protein,186990,Hipposideros armiger,A0A8B7SLG6,IPR035076
InterPro|IPR035076_A0A8B7TXV7|Castor_canadensis,UPAR/Ly6 domain-containing protein,51338,Castor canadensis,A0A8B7TXV7,IPR035076
InterPro|IPR035076_A0A8B8S063|Camelus_ferus,Snake toxin/toxin-like domain-containing protein,419612,Camelus ferus,A0A8B8S063,IPR035076
InterPro|IPR035076_A0A8B8S1V4|Camelus_ferus,UPAR/Ly6 domain-containing protein,419612,Camelus ferus,A0A8B8S1V4,IPR035076
InterPro|IPR035076_A0A8B8VPF6|Balaenoptera_musculus,UPAR/Ly6 domain-containing protein,9771,Balaenoptera musculus,A0A8B8VPF6,IPR035076
InterPro|IPR035076_A0A8B8VPK7|Balaenoptera_musculus,UPAR/Ly6 domain-containing protein,9771,Balaenoptera musculus,A0A8B8VPK7,IPR035076
InterPro|IPR035076_A0A8B8VQA1|Balaenoptera_musculus,Snake toxin/toxin-like domain-containing protein,9771,Balaenoptera musculus,A0A8B8VQA1,IPR035076
InterPro|IPR035076_A0A8B9BRN8|Anser_brachyrhynchus,UPAR/Ly6 domain-containing protein,132585,Anser brachyrhynchus,A0A8B9BRN8,IPR035076
InterPro|IPR035076_A0A8B9BRQ3|Anser_brachyrhynchus,UPAR/Ly6 domain-containing protein,132585,Anser brachyrhynchus,A0A8B9BRQ3,IPR035076
InterPro|IPR035076_A0A8B9BRS6|Anser_brachyrhynchus,UPAR/Ly6 domain-containing protein,132585,Anser brachyrhynchus,A0A8B9BRS6,IPR035076
InterPro|IPR035076_A0A8B9BS43|Anser_brachyrhynchus,UPAR/Ly6 domain-containing protein,132585,Anser brachyrhynchus,A0A8B9BS43,IPR035076
InterPro|IPR035076_A0A8B9DRJ1|Anser_cygnoides,UPAR/Ly6 domain-containing protein,8845,Anser cygnoides,A0A8B9DRJ1,IPR035076
InterPro|IPR035076_A0A8B9DRR1|Anser_cygnoides,UPAR/Ly6 domain-containing protein,8845,Anser cygnoides,A0A8B9DRR1,IPR035076
InterPro|IPR035076_A0A8B9DSD2|Anser_cygnoides,UPAR/Ly6 domain-containing protein,8845,Anser cygnoides,A0A8B9DSD2,IPR035076
InterPro|IPR035076_A0A8B9DUG1|Anser_cygnoides,UPAR/Ly6 domain-containing protein,8845,Anser cygnoides,A0A8B9DUG1,IPR035076
InterPro|IPR035076_A0A8B9EU47|Amazona_collaria,UPAR/Ly6 domain-containing protein,241587,Amazona collaria,A0A8B9EU47,IPR035076
InterPro|IPR035076_A0A8B9EW16|Amazona_collaria,UPAR/Ly6 domain-containing protein,241587,Amazona collaria,A0A8B9EW16,IPR035076
InterPro|IPR035076_A0A8B9EWZ4|Amazona_collaria,Snake toxin/toxin-like domain-containing protein,241587,Amazona collaria,A0A8B9EWZ4,IPR035076
InterPro|IPR035076_A0A8B9IJ10|Anser_cygnoides,UPAR/Ly6 domain-containing protein,8845,Anser cygnoides,A0A8B9IJ10,IPR035076
InterPro|IPR035076_A0A8B9IR62|Amazona_collaria,UPAR/Ly6 domain-containing protein,241587,Amazona collaria,A0A8B9IR62,IPR035076
InterPro|IPR035076_A0A8B9IRG9|Amazona_collaria,UPAR/Ly6 domain-containing protein,241587,Amazona collaria,A0A8B9IRG9,IPR035076
InterPro|IPR035076_A0A8B9MVB1|Accipiter_nisus,UPAR/Ly6 domain-containing protein,211598,Accipiter nisus,A0A8B9MVB1,IPR035076
InterPro|IPR035076_A0A8B9MVM0|Accipiter_nisus,UPAR/Ly6 domain-containing protein,211598,Accipiter nisus,A0A8B9MVM0,IPR035076
InterPro|IPR035076_A0A8B9MXX3|Accipiter_nisus,UPAR/Ly6 domain-containing protein,211598,Accipiter nisus,A0A8B9MXX3,IPR035076
InterPro|IPR035076_A0A8B9Q5C0|Apteryx_owenii,UPAR/Ly6 domain-containing protein,8824,Apteryx owenii,A0A8B9Q5C0,IPR035076
InterPro|IPR035076_A0A8B9Q5E1|Apteryx_owenii,UPAR/Ly6 domain-containing protein,8824,Apteryx owenii,A0A8B9Q5E1,IPR035076
InterPro|IPR035076_A0A8B9Q7M3|Apteryx_owenii,UPAR/Ly6 domain-containing protein,8824,Apteryx owenii,A0A8B9Q7M3,IPR035076
InterPro|IPR035076_A0A8B9QQU8|Anas_platyrhynchos,UPAR/Ly6 domain-containing protein,8839,Anas platyrhynchos,A0A8B9QQU8,IPR035076
InterPro|IPR035076_A0A8B9QUE4|Anas_platyrhynchos,UPAR/Ly6 domain-containing protein,8839,Anas platyrhynchos,A0A8B9QUE4,IPR035076
InterPro|IPR035076_A0A8B9RPK1|Accipiter_nisus,UPAR/Ly6 domain-containing protein,211598,Accipiter nisus,A0A8B9RPK1,IPR035076
InterPro|IPR035076_A0A8B9RV96|Accipiter_nisus,UPAR/Ly6 domain-containing protein,211598,Accipiter nisus,A0A8B9RV96,IPR035076
InterPro|IPR035076_A0A8B9SG48|Anas_platyrhynchos,UPAR/Ly6 domain-containing protein,8839,Anas platyrhynchos,A0A8B9SG48,IPR035076
InterPro|IPR035076_A0A8B9SH65|Anas_platyrhynchos,UPAR/Ly6 domain-containing protein,8839,Anas platyrhynchos,A0A8B9SH65,IPR035076
InterPro|IPR035076_A0A8B9U9E2|Anas_zonorhyncha,UPAR/Ly6 domain-containing protein,75864,Anas zonorhyncha,A0A8B9U9E2,IPR035076
InterPro|IPR035076_A0A8B9VTL9|Anas_zonorhyncha,UPAR/Ly6 domain-containing protein,75864,Anas zonorhyncha,A0A8B9VTL9,IPR035076
InterPro|IPR035076_A0A8B9VV18|Anas_zonorhyncha,UPAR/Ly6 domain-containing protein,75864,Anas zonorhyncha,A0A8B9VV18,IPR035076
InterPro|IPR035076_A0A8B9WHA5|Bos_mutus_grunniens,UPAR/Ly6 domain-containing protein,30521,Bos mutus grunniens,A0A8B9WHA5,IPR035076
InterPro|IPR035076_A0A8B9WKW9|Bos_mutus_grunniens,UPAR/Ly6 domain-containing protein,30521,Bos mutus grunniens,A0A8B9WKW9,IPR035076
InterPro|IPR035076_A0A8B9WMD9|Bos_mutus_grunniens,UPAR/Ly6 domain-containing protein,30521,Bos mutus grunniens,A0A8B9WMD9,IPR035076
InterPro|IPR035076_A0A8C0A114|Anas_zonorhyncha,UPAR/Ly6 domain-containing protein,75864,Anas zonorhyncha,A0A8C0A114,IPR035076
InterPro|IPR035076_A0A8C0A579|Bos_mutus_grunniens,UPAR/Ly6 domain-containing protein,30521,Bos mutus grunniens,A0A8C0A579,IPR035076
InterPro|IPR035076_A0A8C0BLA1|Buteo_japonicus,UPAR/Ly6 domain-containing protein,224669,Buteo japonicus,A0A8C0BLA1,IPR035076
InterPro|IPR035076_A0A8C0BLA4|Buteo_japonicus,UPAR/Ly6 domain-containing protein,224669,Buteo japonicus,A0A8C0BLA4,IPR035076
InterPro|IPR035076_A0A8C0BLM5|Buteo_japonicus,UPAR/Ly6 domain-containing protein,224669,Buteo japonicus,A0A8C0BLM5,IPR035076
InterPro|IPR035076_A0A8C0BN21|Buteo_japonicus,UPAR/Ly6 domain-containing protein,224669,Buteo japonicus,A0A8C0BN21,IPR035076
InterPro|IPR035076_A0A8C0BNT6|Buteo_japonicus,Snake toxin/toxin-like domain-containing protein,224669,Buteo japonicus,A0A8C0BNT6,IPR035076
InterPro|IPR035076_A0A8C0ECE6|Bubo_bubo,UPAR/Ly6 domain-containing protein,30461,Bubo bubo,A0A8C0ECE6,IPR035076
InterPro|IPR035076_A0A8C0ECW4|Bubo_bubo,Snake toxin/toxin-like domain-containing protein,30461,Bubo bubo,A0A8C0ECW4,IPR035076
InterPro|IPR035076_A0A8C0ECY7|Bubo_bubo,UPAR/Ly6 domain-containing protein,30461,Bubo bubo,A0A8C0ECY7,IPR035076
InterPro|IPR035076_A0A8C0EIQ2|Bubo_bubo,UPAR/Ly6 domain-containing protein,30461,Bubo bubo,A0A8C0EIQ2,IPR035076
InterPro|IPR035076_A0A8C0GQF6|Chelonoidis_abingdonii,UPAR/Ly6 domain-containing protein,106734,Chelonoidis abingdonii,A0A8C0GQF6,IPR035076
InterPro|IPR035076_A0A8C0GQW2|Chelonoidis_abingdonii,UPAR/Ly6 domain-containing protein,106734,Chelonoidis abingdonii,A0A8C0GQW2,IPR035076
InterPro|IPR035076_A0A8C0GRN7|Chelonoidis_abingdonii,UPAR/Ly6 domain-containing protein,106734,Chelonoidis abingdonii,A0A8C0GRN7,IPR035076
InterPro|IPR035076_A0A8C0GSH9|Chelonoidis_abingdonii,UPAR/Ly6 domain-containing protein,106734,Chelonoidis abingdonii,A0A8C0GSH9,IPR035076
InterPro|IPR035076_A0A8C0GSJ7|Chelonoidis_abingdonii,UPAR/Ly6 domain-containing protein,106734,Chelonoidis abingdonii,A0A8C0GSJ7,IPR035076
InterPro|IPR035076_A0A8C0GT33|Chelonoidis_abingdonii,UPAR/Ly6 domain-containing protein,106734,Chelonoidis abingdonii,A0A8C0GT33,IPR035076
InterPro|IPR035076_A0A8C0GUX1|Chelonoidis_abingdonii,UPAR/Ly6 domain-containing protein,106734,Chelonoidis abingdonii,A0A8C0GUX1,IPR035076
InterPro|IPR035076_A0A8C0H2D2|Chelonoidis_abingdonii,UPAR/Ly6 domain-containing protein,106734,Chelonoidis abingdonii,A0A8C0H2D2,IPR035076
InterPro|IPR035076_A0A8C0HP20|Buteo_japonicus,UPAR/Ly6 domain-containing protein,224669,Buteo japonicus,A0A8C0HP20,IPR035076
InterPro|IPR035076_A0A8C0KX57|Canis_lupus_dingo,UPAR/Ly6 domain-containing protein,286419,Canis lupus dingo,A0A8C0KX57,IPR035076
InterPro|IPR035076_A0A8C0KYH2|Canis_lupus_dingo,Snake toxin/toxin-like domain-containing protein,286419,Canis lupus dingo,A0A8C0KYH2,IPR035076
InterPro|IPR035076_A0A8C0S5E8|Canis_lupus_familiaris,UPAR/Ly6 domain-containing protein,9615,Canis lupus familiaris,A0A8C0S5E8,IPR035076
InterPro|IPR035076_A0A8C0S5P9|Canis_lupus_familiaris,UPAR/Ly6 domain-containing protein,9615,Canis lupus familiaris,A0A8C0S5P9,IPR035076
InterPro|IPR035076_A0A8C0URK6|Cyanistes_caeruleus,UPAR/Ly6 domain-containing protein,156563,Cyanistes caeruleus,A0A8C0URK6,IPR035076
InterPro|IPR035076_A0A8C0USI9|Cyanistes_caeruleus,UPAR/Ly6 domain-containing protein,156563,Cyanistes caeruleus,A0A8C0USI9,IPR035076
InterPro|IPR035076_A0A8C0X0U1|Castor_canadensis,UPAR/Ly6 domain-containing protein,51338,Castor canadensis,A0A8C0X0U1,IPR035076
