Accession	Source Database	Name	Tax ID	Tax Name	Length	Entry Accession	Matches
A0A8C4TYR6	unreviewed	UPAR/Ly6 domain-containing protein	100819	Falco tinnunculus	109	IPR035076	22..97
A0A8C4VL83	unreviewed	Snake toxin/toxin-like domain-containing protein	1825980	Gopherus evgoodei	89	IPR035076	21..88
A0A8C4YF75	unreviewed	UPAR/Ly6 domain-containing protein	1825980	Gopherus evgoodei	126	IPR035076	23..96
A0A8C4YFH0	unreviewed	UPAR/Ly6 domain-containing protein	1825980	Gopherus evgoodei	121	IPR035076	18..94
A0A8C4YFT7	unreviewed	Snake toxin/toxin-like domain-containing protein	1825980	Gopherus evgoodei	142	IPR035076	37..113
A0A8C4YFW6	unreviewed	UPAR/Ly6 domain-containing protein	1825980	Gopherus evgoodei	125	IPR035076	22..96
A0A8C4YG24	unreviewed	Snake toxin/toxin-like domain-containing protein	1825980	Gopherus evgoodei	58	IPR035076	17..51
A0A8C4YG95	unreviewed	UPAR/Ly6 domain-containing protein	1825980	Gopherus evgoodei	126	IPR035076	24..99
A0A8C5F063	unreviewed	UPAR/Ly6 domain-containing protein	1825980	Gopherus evgoodei	115	IPR035076	13..86
A0A8C5IGN6	unreviewed	UPAR/Ly6 domain-containing protein	40217	Junco hyemalis	126	IPR035076	23..96
A0A8C5IGN7	unreviewed	UPAR/Ly6 domain-containing protein	40217	Junco hyemalis	110	IPR035076	22..91
A0A8C5IIC3	unreviewed	UPAR/Ly6 domain-containing protein	40217	Junco hyemalis	126	IPR035076	22..96
A0A8C5KCA5	unreviewed	UPAR/Ly6 domain-containing protein	51337	Jaculus jaculus	116	IPR035076	21..92
A0A8C5KHE8	unreviewed	UPAR/Ly6 domain-containing protein	51337	Jaculus jaculus	127	IPR035076	21..93
A0A8C5L038	unreviewed	UPAR/Ly6 domain-containing protein	51337	Jaculus jaculus	127	IPR035076	24..100
A0A8C5L0N5	unreviewed	UPAR/Ly6 domain-containing protein	51337	Jaculus jaculus	112	IPR035076	21..88
A0A8C5MY48	unreviewed	Snake toxin/toxin-like domain-containing protein	445787	Leptobrachium leishanense	87	IPR035076	21..67
A0A8C5NJM5	unreviewed	UPAR/Ly6 domain-containing protein	40217	Junco hyemalis	127	IPR035076	22..97
A0A8C5RL96	unreviewed	UPAR/Ly6 domain-containing protein	8630	Laticauda laticaudata	109	IPR035076	5..79
A0A8C5RLI8	unreviewed	UPAR/Ly6 domain-containing protein	8630	Laticauda laticaudata	130	IPR035076	26..100
A0A8C5RXQ7	unreviewed	UPAR/Ly6 domain-containing protein	8630	Laticauda laticaudata	127	IPR035076	22..98
A0A8C5T6G9	unreviewed	UPAR/Ly6 domain-containing protein	2593467	Malurus cyaneus samueli	126	IPR035076	22..96
A0A8C5T767	unreviewed	UPAR/Ly6 domain-containing protein	2593467	Malurus cyaneus samueli	138	IPR035076	34..108
A0A8C5T776	unreviewed	UPAR/Ly6 domain-containing protein	2593467	Malurus cyaneus samueli	130	IPR035076	24..99
A0A8C5WPP8	unreviewed	Snake toxin/toxin-like domain-containing protein	8630	Laticauda laticaudata	93	IPR035076	21..92
A0A8C5XAT1	unreviewed	UPAR/Ly6 domain-containing protein	30608	Microcebus murinus	134	IPR035076	32..107
A0A8C5YXZ7	unreviewed	UPAR/Ly6 domain-containing protein	9994	Marmota marmota marmota	127	IPR035076	24..100
A0A8C5YY14	unreviewed	Snake toxin/toxin-like domain-containing protein	9994	Marmota marmota marmota	88	IPR035076	25..57
A0A8C5Z060	unreviewed	UPAR/Ly6 domain-containing protein	9994	Marmota marmota marmota	116	IPR035076	21..92
A0A8C6AFJ5	unreviewed	UPAR/Ly6 domain-containing protein	9994	Marmota marmota marmota	106	IPR035076	16..83
A0A8C6C4T5	unreviewed	UPAR/Ly6 domain-containing protein	40151	Monodon monoceros	114	IPR035076	21..92
A0A8C6C5M1	unreviewed	UPAR/Ly6 domain-containing protein	40151	Monodon monoceros	128	IPR035076	21..93
A0A8C6DNG5	unreviewed	UPAR/Ly6 domain-containing protein	68415	Moschus moschiferus	116	IPR035076	21..92
A0A8C6FNH2	unreviewed	UPAR/Ly6 domain-containing protein	68415	Moschus moschiferus	128	IPR035076	24..100
A0A8C6G7I8	unreviewed	UPAR/Ly6 domain-containing protein	10103	Mus spicilegus	104	IPR035076	14..81
A0A8C6HIM2	unreviewed	UPAR/Ly6 domain-containing protein	10103	Mus spicilegus	116	IPR035076	21..92
A0A8C6IUD3	unreviewed	UPAR/Ly6 domain-containing protein	13146	Melopsittacus undulatus	116	IPR035076	12..86
A0A8C6IVT7	unreviewed	UPAR/Ly6 domain-containing protein	13146	Melopsittacus undulatus	126	IPR035076	22..96
A0A8C6QHP8	unreviewed	Snake toxin/toxin-like domain-containing protein	1026970	Nannospalax galili	116	IPR035076	21..92
A0A8C6QS20	unreviewed	UPAR/Ly6 domain-containing protein	1026970	Nannospalax galili	111	IPR035076	21..88
A0A8C6R088	unreviewed	UPAR/Ly6 domain-containing protein	1026970	Nannospalax galili	126	IPR035076	23..99
A0A8C6XET3	unreviewed	Snake toxin/toxin-like domain-containing protein	35670	Naja naja	86	IPR035076	36..85
A0A8C6XF02	unreviewed	Snake toxin/toxin-like domain-containing protein	35670	Naja naja	109	IPR035076	42..78
A0A8C6XF04	unreviewed	Snake toxin/toxin-like domain-containing protein	35670	Naja naja	99	IPR035076	49..98
A0A8C6XFQ0	unreviewed	UPAR/Ly6 domain-containing protein	35670	Naja naja	127	IPR035076	23..97
A0A8C6XGV8	unreviewed	Snake toxin/toxin-like domain-containing protein	35670	Naja naja	86	IPR035076	32..85
A0A8C6XPA7	unreviewed	Snake toxin/toxin-like domain-containing protein	35670	Naja naja	83	IPR035076	23..83
A0A8C6XRN7	unreviewed	Snake toxin/toxin-like domain-containing protein	35670	Naja naja	83	IPR035076	23..83
A0A8C6Y153	unreviewed	Snake toxin/toxin-like domain-containing protein	35670	Naja naja	92	IPR035076	22..91
A0A8C6ZVA5	unreviewed	UPAR/Ly6 domain-containing protein	30464	Nothoprocta perdicaria	126	IPR035076	22..96
A0A8C7A108	unreviewed	UPAR/Ly6 domain-containing protein	30464	Nothoprocta perdicaria	126	IPR035076	22..96
A0A8C7A373	unreviewed	Snake toxin/toxin-like domain-containing protein	30464	Nothoprocta perdicaria	142	IPR035076	23..105
A0A8C7B7I3	unreviewed	UPAR/Ly6 domain-containing protein	452646	Neovison vison	120	IPR035076	20..93
A0A8C7B950	unreviewed	UPAR/Ly6 domain-containing protein	452646	Neovison vison	116	IPR035076	21..92
A0A8C7BB17	unreviewed	UPAR/Ly6 domain-containing protein	452646	Neovison vison	128	IPR035076	21..93
A0A8C7BK77	unreviewed	UPAR/Ly6 domain-containing protein	452646	Neovison vison	133	IPR035076	33..106
A0A8C7DVX6	unreviewed	Snake toxin/toxin-like domain-containing protein	35670	Naja naja	187	IPR035076	124..186
A0A8C7DYW7	unreviewed	UPAR/Ly6 domain-containing protein	35670	Naja naja	123	IPR035076	23..92
A0A8C8AI37	unreviewed	UPAR/Ly6 domain-containing protein	257818	Otus sunia	121	IPR035076	18..95
A0A8C8AK94	unreviewed	UPAR/Ly6 domain-containing protein	257818	Otus sunia	126	IPR035076	22..96
A0A8C8E7F9	unreviewed	UPAR/Ly6 domain-containing protein	257818	Otus sunia	126	IPR035076	21..96
A0A8C8RFX3	unreviewed	UPAR/Ly6 domain-containing protein	367368	Pelusios castaneus	124	IPR035076	22..94
A0A8C8RGC8	unreviewed	Snake toxin/toxin-like domain-containing protein	367368	Pelusios castaneus	115	IPR035076	17..90
A0A8C8RGV6	unreviewed	UPAR/Ly6 domain-containing protein	367368	Pelusios castaneus	126	IPR035076	21..96
A0A8C8RHX5	unreviewed	UPAR/Ly6 domain-containing protein	367368	Pelusios castaneus	119	IPR035076	17..89
A0A8C8TDP1	unreviewed	Snake toxin/toxin-like domain-containing protein	230844	Peromyscus maniculatus bairdii	88	IPR035076	25..57
A0A8C8WAF7	unreviewed	UPAR/Ly6 domain-containing protein	9689	Panthera leo	128	IPR035076	28..101
A0A8C8WAM1	unreviewed	UPAR/Ly6 domain-containing protein	9689	Panthera leo	116	IPR035076	21..92
A0A8C8YFH7	unreviewed	Snake toxin/toxin-like domain-containing protein	1328070	Prolemur simus	126	IPR035076	16..88
A0A8C9AIC0	unreviewed	UPAR/Ly6 domain-containing protein	1328070	Prolemur simus	116	IPR035076	21..92
A0A8C9AL39	unreviewed	UPAR/Ly6 domain-containing protein	1328070	Prolemur simus	127	IPR035076	27..100
A0A8C9CSB2	unreviewed	UPAR/Ly6 domain-containing protein	42100	Phocoena sinus	114	IPR035076	21..92
A0A8C9E5Y9	unreviewed	UPAR/Ly6 domain-containing protein	42100	Phocoena sinus	128	IPR035076	21..93
A0A8C9F2R7	unreviewed	UPAR/Ly6 domain-containing protein	9049	Pavo cristatus	127	IPR035076	22..97
A0A8C9F4G2	unreviewed	UPAR/Ly6 domain-containing protein	9049	Pavo cristatus	116	IPR035076	12..86
A0A8C9FTV2	unreviewed	Snake toxin/toxin-like domain-containing protein	9049	Pavo cristatus	58	IPR035076	20..52
A0A8C9G5D9	unreviewed	UPAR/Ly6 domain-containing protein	9049	Pavo cristatus	113	IPR035076	9..83
A0A8C9I048	unreviewed	UPAR/Ly6 domain-containing protein	591936	Piliocolobus tephrosceles	126	IPR035076	28..100
A0A8C9I0A9	unreviewed	UPAR/Ly6 domain-containing protein	591936	Piliocolobus tephrosceles	116	IPR035076	21..92
A0A8C9KP96	unreviewed	UPAR/Ly6 domain-containing protein	9135	Serinus canaria	126	IPR035076	22..96
A0A8C9KPZ7	unreviewed	UPAR/Ly6 domain-containing protein	9135	Serinus canaria	109	IPR035076	22..97
A0A8C9KUD9	unreviewed	UPAR/Ly6 domain-containing protein	9135	Serinus canaria	127	IPR035076	22..97
A0A8C9KVD4	unreviewed	UPAR/Ly6 domain-containing protein	9135	Serinus canaria	184	IPR035076	81..154
A0A8C9L2H7	unreviewed	UPAR/Ly6 domain-containing protein	9135	Serinus canaria	161	IPR035076	58..131
A0A8C9LDC4	unreviewed	UPAR/Ly6 domain-containing protein	9049	Pavo cristatus	126	IPR035076	21..96
A0A8C9M4F8	unreviewed	UPAR/Ly6 domain-containing protein	74533	Panthera tigris altaica	128	IPR035076	27..100
A0A8C9Q8Y6	unreviewed	UPAR/Ly6 domain-containing protein	99837	Spermophilus dauricus	114	IPR035076	24..91
A0A8C9QBE8	unreviewed	UPAR/Ly6 domain-containing protein	99837	Spermophilus dauricus	116	IPR035076	21..92
A0A8C9USU2	unreviewed	UPAR/Ly6 domain-containing protein	99837	Spermophilus dauricus	127	IPR035076	24..100
A0A8D0AY28	unreviewed	Snake toxin/toxin-like domain-containing protein	96440	Salvator merianae	116	IPR035076	48..86
A0A8D0BLG9	unreviewed	UPAR/Ly6 domain-containing protein	96440	Salvator merianae	184	IPR035076	79..154
A0A8D0BMJ2	unreviewed	Snake toxin/toxin-like domain-containing protein	96440	Salvator merianae	117	IPR035076	16..88
A0A8D0ESB1	unreviewed	UPAR/Ly6 domain-containing protein	311401	Strix occidentalis caurina	120	IPR035076	16..90
A0A8D0ESK4	unreviewed	Snake toxin/toxin-like domain-containing protein	311401	Strix occidentalis caurina	64	IPR035076	22..55
A0A8D0GG70	unreviewed	UPAR/Ly6 domain-containing protein	8508	Sphenodon punctatus	127	IPR035076	22..97
A0A8D0LL61	unreviewed	UPAR/Ly6 domain-containing protein	9823	Sus scrofa	155	IPR035076	53..126
A0A8D1GPI8	unreviewed	UPAR/Ly6 domain-containing protein	9823	Sus scrofa	155	IPR035076	60..131
A0A8D1GWJ9	unreviewed	UPAR/Ly6 domain-containing protein	9823	Sus scrofa	116	IPR035076	21..92
A0A8D2B7P0	unreviewed	Snake toxin/toxin-like domain-containing protein	55149	Sciurus vulgaris	120	IPR035076	30..96
A0A8D2B8Y1	unreviewed	Snake toxin/toxin-like domain-containing protein	55149	Sciurus vulgaris	106	IPR035076	16..82
A0A8D2DN11	unreviewed	UPAR/Ly6 domain-containing protein	55149	Sciurus vulgaris	106	IPR035076	16..83
A0A8D2DSN9	unreviewed	UPAR/Ly6 domain-containing protein	55149	Sciurus vulgaris	127	IPR035076	27..100
A0A8D2FHG5	unreviewed	UPAR/Ly6 domain-containing protein	9565	Theropithecus gelada	116	IPR035076	21..92
A0A8D2FIJ5	unreviewed	UPAR/Ly6 domain-containing protein	9565	Theropithecus gelada	127	IPR035076	28..100
A0A8D2GYX0	unreviewed	Ly-6/neurotoxin-like protein 1	9999	Urocitellus parryii	170	IPR035076	21..90
A0A8D2H623	unreviewed	UPAR/Ly6 domain-containing protein	9999	Urocitellus parryii	127	IPR035076	24..100
A0A8D2H9Y5	unreviewed	Snake toxin/toxin-like domain-containing protein	9999	Urocitellus parryii	88	IPR035076	25..57
A0A8D2JRU7	unreviewed	UPAR/Ly6 domain-containing protein	55149	Sciurus vulgaris	116	IPR035076	21..92
A0A8D2LRH4	unreviewed	UPAR/Ly6 domain-containing protein	61221	Varanus komodoensis	126	IPR035076	21..96
A0A8D2LRW6	unreviewed	UPAR/Ly6 domain-containing protein	61221	Varanus komodoensis	118	IPR035076	20..93
A0A8D2LSV9	unreviewed	UPAR/Ly6 domain-containing protein	61221	Varanus komodoensis	126	IPR035076	20..97
A0A8D2N6U4	unreviewed	UPAR/Ly6 domain-containing protein	44394	Zonotrichia albicollis	146	IPR035076	41..116
A0A8D2N6V0	unreviewed	UPAR/Ly6 domain-containing protein	44394	Zonotrichia albicollis	126	IPR035076	23..96
A0A8D2N7E1	unreviewed	UPAR/Ly6 domain-containing protein	44394	Zonotrichia albicollis	139	IPR035076	22..97
A0A8D2P377	unreviewed	UPAR/Ly6 domain-containing protein	1220523	Zosterops lateralis melanops	127	IPR035076	22..96
A0A8D2P4F0	unreviewed	UPAR/Ly6 domain-containing protein	1220523	Zosterops lateralis melanops	120	IPR035076	16..90
A0A8D2Q7T7	unreviewed	UPAR/Ly6 domain-containing protein	61221	Varanus komodoensis	125	IPR035076	14..90
A0A8D3AZU8	unreviewed	UPAR/Ly6 domain-containing protein	52904	Scophthalmus maximus	199	IPR035076	16..84
A0A8I3NMZ6	unreviewed	UPAR/Ly6 domain-containing protein	9615	Canis lupus familiaris	139	IPR035076	39..112
A0A8I3NVD7	unreviewed	UPAR/Ly6 domain-containing protein	9615	Canis lupus familiaris	130	IPR035076	30..103
A0A8I3W4K5	unreviewed	UPAR/Ly6 domain-containing protein	9483	Callithrix jacchus	127	IPR035076	28..100
A0A8I3WF27	unreviewed	UPAR/Ly6 domain-containing protein	9483	Callithrix jacchus	180	IPR035076	85..156
A0A8I3WH28	unreviewed	Snake toxin/toxin-like domain-containing protein	9483	Callithrix jacchus	70	IPR035076	20..57
A0A8I6G6H8	unreviewed	Snake toxin/toxin-like domain-containing protein	10116	Rattus norvegicus	140	IPR035076	32..111
A0A8J0R645	unreviewed	UPAR/Ly6 domain-containing protein	8364	Xenopus tropicalis	119	IPR035076	21..91
A0A8J0T8H0	unreviewed	Snake toxin/toxin-like domain-containing protein	8355	Xenopus laevis	154	IPR035076	46..115
A0A8J1JPU6	unreviewed	UPAR/Ly6 domain-containing protein	8364	Xenopus tropicalis	202	IPR035076	21..92
A0A8J1JQZ0	unreviewed	UPAR/Ly6 domain-containing protein	8364	Xenopus tropicalis	120	IPR035076	22..92
A0A8J1JRA3	unreviewed	Snake toxin/toxin-like domain-containing protein	8364	Xenopus tropicalis	130	IPR035076	21..98
A0A8J1JT28	unreviewed	UPAR/Ly6 domain-containing protein	8364	Xenopus tropicalis	137	IPR035076	40..109
A0A8J1JTW0	unreviewed	UPAR/Ly6 domain-containing protein	8364	Xenopus tropicalis	202	IPR035076	21..92,102..172
A0A8J1JUL3	unreviewed	UPAR/Ly6 domain-containing protein	8364	Xenopus tropicalis	125	IPR035076	21..94
A0A8J1JUM9	unreviewed	UPAR/Ly6 domain-containing protein	8364	Xenopus tropicalis	120	IPR035076	21..90
A0A8J1JUU1	unreviewed	UPAR/Ly6 domain-containing protein	8364	Xenopus tropicalis	112	IPR035076	14..84
A0A8J1JV71	unreviewed	UPAR/Ly6 domain-containing protein	8364	Xenopus tropicalis	123	IPR035076	22..96
A0A8J1KZ81	unreviewed	UPAR/Ly6 domain-containing protein	8355	Xenopus laevis	120	IPR035076	22..92
A0A8J1KZ84	unreviewed	UPAR/Ly6 domain-containing protein	8355	Xenopus laevis	122	IPR035076	21..92
A0A8J1L3S8	unreviewed	Snake toxin/toxin-like domain-containing protein	8355	Xenopus laevis	129	IPR035076	21..97
A0A8J1L3U4	unreviewed	UPAR/Ly6 domain-containing protein	8355	Xenopus laevis	124	IPR035076	22..94
A0A8J4ID80	unreviewed	UPAR/Ly6 domain-containing protein	156760	Spheniscus mendiculus	101	IPR035076	21..95
A0A8J4IEN9	unreviewed	UPAR/Ly6 domain-containing protein	156760	Spheniscus mendiculus	112	IPR035076	8..82
A0A8J4J3N8	unreviewed	UPAR/Ly6 domain-containing protein	92688	Eudyptes sclateri	109	IPR035076	4..79
A0A8J4J3R1	unreviewed	UPAR/Ly6 domain-containing protein	92688	Eudyptes sclateri	87	IPR035076	6..79
A0A8J4J3S2	unreviewed	UPAR/Ly6 domain-containing protein	92688	Eudyptes sclateri	101	IPR035076	21..95
A0A8J4J5I4	unreviewed	UPAR/Ly6 domain-containing protein	92688	Eudyptes sclateri	112	IPR035076	8..82
A0A8J4JSG2	unreviewed	UPAR/Ly6 domain-containing protein	37083	Eudyptula minor	112	IPR035076	8..82
A0A8J4JTP6	unreviewed	UPAR/Ly6 domain-containing protein	37083	Eudyptula minor	101	IPR035076	21..95
A0A8J4JTQ2	unreviewed	UPAR/Ly6 domain-containing protein	37083	Eudyptula minor	127	IPR035076	22..97
A0A8J4JUJ1	unreviewed	UPAR/Ly6 domain-containing protein	37083	Eudyptula minor	87	IPR035076	6..79
A0A8J4JW40	unreviewed	UPAR/Ly6 domain-containing protein	37083	Eudyptula minor	101	IPR035076	21..95
A0A8J4JWW8	unreviewed	UPAR/Ly6 domain-containing protein	37083	Eudyptula minor	112	IPR035076	8..82
A0A8J4JY54	unreviewed	UPAR/Ly6 domain-containing protein	37083	Eudyptula minor	109	IPR035076	2..79
A0A8J4KJU7	unreviewed	UPAR/Ly6 domain-containing protein	79626	Eudyptes chrysocome	109	IPR035076	4..79
A0A8J4KLJ2	unreviewed	UPAR/Ly6 domain-containing protein	79626	Eudyptes chrysocome	87	IPR035076	6..79
A0A8J4L310	unreviewed	UPAR/Ly6 domain-containing protein	79626	Eudyptes chrysocome	101	IPR035076	21..95
A0A8J4MQ03	unreviewed	UPAR/Ly6 domain-containing protein	156760	Spheniscus mendiculus	109	IPR035076	2..79
A0A8J4MQ44	unreviewed	UPAR/Ly6 domain-containing protein	156760	Spheniscus mendiculus	109	IPR035076	4..79
A0A8J4N2K6	unreviewed	UPAR/Ly6 domain-containing protein	92688	Eudyptes sclateri	109	IPR035076	2..79
A0A8J4NEN4	unreviewed	UPAR/Ly6 domain-containing protein	37083	Eudyptula minor	109	IPR035076	2..79
A0A8J4NG55	unreviewed	UPAR/Ly6 domain-containing protein	37083	Eudyptula minor	127	IPR035076	22..97
A0A8J4P1J0	unreviewed	UPAR/Ly6 domain-containing protein	79626	Eudyptes chrysocome	112	IPR035076	8..82
A0A8J4P314	unreviewed	UPAR/Ly6 domain-containing protein	79626	Eudyptes chrysocome	109	IPR035076	2..79
A0A8J4PH32	unreviewed	UPAR/Ly6 domain-containing protein	9234	Aptenodytes patagonicus	109	IPR035076	4..79
A0A8J4PH82	unreviewed	UPAR/Ly6 domain-containing protein	9234	Aptenodytes patagonicus	101	IPR035076	21..95
A0A8J4PHE2	unreviewed	UPAR/Ly6 domain-containing protein	9234	Aptenodytes patagonicus	112	IPR035076	8..82
A0A8J4PHJ1	unreviewed	UPAR/Ly6 domain-containing protein	9234	Aptenodytes patagonicus	107	IPR035076	2..77
A0A8J6A9H9	unreviewed	Snake toxin/toxin-like domain-containing protein	202257	Galemys pyrenaicus	339	IPR035076	177..216
A0A8J6AAH1	unreviewed	UPAR/Ly6 domain-containing protein	202257	Galemys pyrenaicus	427	IPR035076	206..278
A0A8J6AAK6	unreviewed	UPAR/Ly6 domain-containing protein	202257	Galemys pyrenaicus	146	IPR035076	43..119
A0A8J6APF9	unreviewed	UPAR/Ly6 domain-containing protein	202257	Galemys pyrenaicus	205	IPR035076	104..180
A0A8J6BL27	unreviewed	UPAR/Ly6 domain-containing protein	57060	Eleutherodactylus coqui	124	IPR035076	21..94
A0A8J6E6N5	unreviewed	UPAR/Ly6 domain-containing protein	57060	Eleutherodactylus coqui	126	IPR035076	21..96
A0A8J6EJ15	unreviewed	UPAR/Ly6 domain-containing protein	57060	Eleutherodactylus coqui	126	IPR035076	21..96
A0A8J6GX73	unreviewed	UPAR/Ly6 domain-containing protein	79684	Microtus ochrogaster	127	IPR035076	24..100
A0A8J6GXK1	unreviewed	UPAR/Ly6 domain-containing protein	79684	Microtus ochrogaster	177	IPR035076	82..153
A0A8J6GY75	unreviewed	Snake toxin/toxin-like domain-containing protein	79684	Microtus ochrogaster	59	IPR035076	1..36
A0A8J6GYU6	unreviewed	Snake toxin/toxin-like domain-containing protein	79684	Microtus ochrogaster	168	IPR035076	60..141
A0A8J6L3T5	unreviewed	Snake toxin/toxin-like domain-containing protein	79684	Microtus ochrogaster	110	IPR035076	27..100
A0A8J6L3U4	unreviewed	UPAR/Ly6 domain-containing protein	79684	Microtus ochrogaster	114	IPR035076	23..91
A0A8J8XAM0	unreviewed	UPAR/Ly6 domain-containing protein	9544	Macaca mulatta	127	IPR035076	28..100
A0A8J9ZTF0	unreviewed	Snake toxin/toxin-like domain-containing protein	7740	Branchiostoma lanceolatum	132	IPR035076	34..101
A0A8K0AT39	unreviewed	UPAR/Ly6 domain-containing protein	345251	Eudyptes robustus	109	IPR035076	2..79
A0A8K0AT43	unreviewed	UPAR/Ly6 domain-containing protein	345251	Eudyptes robustus	112	IPR035076	8..82
A0A8K0AT59	unreviewed	UPAR/Ly6 domain-containing protein	345251	Eudyptes robustus	101	IPR035076	21..95
A0A8K0BCN3	unreviewed	UPAR/Ly6 domain-containing protein	1419345	Eudyptes filholi	112	IPR035076	8..82
A0A8K0BE05	unreviewed	UPAR/Ly6 domain-containing protein	1419345	Eudyptes filholi	112	IPR035076	8..82
A0A8K0BEC5	unreviewed	UPAR/Ly6 domain-containing protein	1419345	Eudyptes filholi	109	IPR035076	4..79
A0A8K0BEP5	unreviewed	UPAR/Ly6 domain-containing protein	1419345	Eudyptes filholi	109	IPR035076	2..79
A0A8K0F7U8	unreviewed	UPAR/Ly6 domain-containing protein	345251	Eudyptes robustus	127	IPR035076	22..97
A0A8K0FJ66	unreviewed	UPAR/Ly6 domain-containing protein	1419345	Eudyptes filholi	101	IPR035076	21..95
A0A8K0FJG4	unreviewed	UPAR/Ly6 domain-containing protein	1419345	Eudyptes filholi	87	IPR035076	6..79
A0A8K1G7I3	unreviewed	UPAR/Ly6 domain-containing protein	364589	Zosterops borbonicus	127	IPR035076	22..97
A0A8K1G7T7	unreviewed	UPAR/Ly6 domain-containing protein	364589	Zosterops borbonicus	203	IPR035076	98..172
A0A8K1G7V7	unreviewed	UPAR/Ly6 domain-containing protein	364589	Zosterops borbonicus	126	IPR035076	22..96
A0A8L7SN08	unreviewed	Snake toxin/toxin-like domain-containing protein	6279	Brugia malayi	124	IPR035076	25..85
A0A8M1FIE6	unreviewed	UPAR/Ly6 domain-containing protein	29073	Ursus maritimus	127	IPR035076	27..100
A0A8R1Y956	unreviewed	Snake toxin/toxin-like domain-containing protein	6282	Onchocerca volvulus	124	IPR035076	23..85
A0A8R1YLN4	unreviewed	Snake toxin/toxin-like domain-containing protein	54126	Pristionchus pacificus	155	IPR035076	58..116
A0A8S1EKL8	unreviewed	Snake toxin/toxin-like domain-containing protein	2654633	Caenorhabditis bovis	142	IPR035076	25..83
A0A8S1F8X6	unreviewed	Snake toxin/toxin-like domain-containing protein	2654633	Caenorhabditis bovis	180	IPR035076	88..145
A0A8S1GNQ7	unreviewed	Snake toxin/toxin-like domain-containing protein	2777116	Caenorhabditis auriculariae	156	IPR035076	67..124
A0A8S1GYJ5	unreviewed	Snake toxin/toxin-like domain-containing protein	2777116	Caenorhabditis auriculariae	174	IPR035076	46..104
A0A8S2KLQ0	unreviewed	Snake toxin/toxin-like domain-containing protein	392030	Rotaria magnacalcarata	108	IPR035076	17..79
A0A8S3SZ43	unreviewed	ShKT domain-containing protein	6550	Mytilus edulis	1478	IPR035076	21..96
A0A8S9EW71	unreviewed	UPAR/Ly6 domain-containing protein	2052820	Eudyptula novaehollandiae	87	IPR035076	6..79
A0A8S9EWR9	unreviewed	UPAR/Ly6 domain-containing protein	2052820	Eudyptula novaehollandiae	112	IPR035076	8..82
A0A8S9EWS6	unreviewed	UPAR/Ly6 domain-containing protein	2052820	Eudyptula novaehollandiae	101	IPR035076	21..95
A0A8S9EWY1	unreviewed	UPAR/Ly6 domain-containing protein	2052820	Eudyptula novaehollandiae	109	IPR035076	2..79
A0A8S9EYG1	unreviewed	UPAR/Ly6 domain-containing protein	2052820	Eudyptula novaehollandiae	127	IPR035076	22..97
A0A8T1RY23	unreviewed	UPAR/Ly6 domain-containing protein	8475	Chelydra serpentina	112	IPR035076	8..82
A0A8T1RYQ4	unreviewed	UPAR/Ly6 domain-containing protein	8475	Chelydra serpentina	144	IPR035076	40..114
A0A8T1S061	unreviewed	UPAR/Ly6 domain-containing protein	8475	Chelydra serpentina	108	IPR035076	5..79
A0A8T1S3H9	unreviewed	Snake toxin/toxin-like domain-containing protein	8475	Chelydra serpentina	68	IPR035076	21..61
A0A8T1S3U3	unreviewed	UPAR/Ly6 domain-containing protein	8475	Chelydra serpentina	119	IPR035076	32..107
A0A8T1SS52	unreviewed	Snake toxin/toxin-like domain-containing protein	8475	Chelydra serpentina	114	IPR035076	9..85
A0A8T1ST16	unreviewed	UPAR/Ly6 domain-containing protein	8475	Chelydra serpentina	123	IPR035076	22..94
A0A8T1ST64	unreviewed	UPAR/Ly6 domain-containing protein	8475	Chelydra serpentina	119	IPR035076	22..98
A0A8T2IAB5	unreviewed	Snake toxin/toxin-like domain-containing protein	247094	Hymenochirus boettgeri	91	IPR035076	3..61
A0A8T2IKU5	unreviewed	UPAR/Ly6 domain-containing protein	247094	Hymenochirus boettgeri	100	IPR035076	7..78
A0A8T2IM49	unreviewed	UPAR/Ly6 domain-containing protein	247094	Hymenochirus boettgeri	123	IPR035076	21..92
A0A8T2JDC0	unreviewed	Snake toxin/toxin-like domain-containing protein	247094	Hymenochirus boettgeri	130	IPR035076	46..103
A0A8T2JGH5	unreviewed	Snake toxin/toxin-like domain-containing protein	247094	Hymenochirus boettgeri	105	IPR035076	4..65
A0A8U0NNG3	unreviewed	UPAR/Ly6 domain-containing protein	9669	Mustela putorius furo	116	IPR035076	21..92
A0A8U0SRK5	unreviewed	UPAR/Ly6 domain-containing protein	9669	Mustela putorius furo	128	IPR035076	21..93
A0A8U0V128	unreviewed	UPAR/Ly6 domain-containing protein	9669	Mustela putorius furo	128	IPR035076	28..101
A0A8V0XRA0	unreviewed	UPAR/Ly6 domain-containing protein	9031	Gallus gallus	146	IPR035076	42..116
A0A8V0XVM4	unreviewed	UPAR/Ly6 domain-containing protein	9031	Gallus gallus	155	IPR035076	51..125
A0A8V0XZJ9	unreviewed	UPAR/Ly6 domain-containing protein	9031	Gallus gallus	167	IPR035076	65..138
A0A8V0Y052	unreviewed	UPAR/Ly6 domain-containing protein	9031	Gallus gallus	167	IPR035076	21..54,62..137
A0A8V0Y087	unreviewed	UPAR/Ly6 domain-containing protein	9031	Gallus gallus	109	IPR035076	22..97
